,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,FactValueNumeric,Value,Language,DateModified
3261,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,JAM,Jamaica,Year,2004,False,183.5,183.49,EN,2023-12-05 00:00:00
3262,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,MUS,Mauritius,Year,2004,False,184.7,184.66,EN,2023-12-05 00:00:00
3263,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,SLV,El Salvador,Year,2004,False,184.9,184.88,EN,2023-12-05 00:00:00
3264,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2004,False,186.1,186.11,EN,2023-12-05 00:00:00
3265,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2004,False,188.8,188.82,EN,2023-12-05 00:00:00
3266,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2004,False,19.86,19.86,EN,2023-12-05 00:00:00
3267,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,ROU,Romania,Year,2004,False,190.8,190.8,EN,2023-12-05 00:00:00
3268,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,ESP,Spain,Year,2004,False,1924.0,1924.27,EN,2023-12-05 00:00:00
3269,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2004,False,1983.0,1983.19,EN,2023-12-05 00:00:00
3270,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,AND,Andorra,Year,2004,False,1990.0,1990.07,EN,2023-12-05 00:00:00
3271,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,RWA,Rwanda,Year,2004,False,20.29,20.29,EN,2023-12-05 00:00:00
3272,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2004,False,202.6,202.57,EN,2023-12-05 00:00:00
3273,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2004,False,208.8,208.8,EN,2023-12-05 00:00:00
3274,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2004,False,21.43,21.43,EN,2023-12-05 00:00:00
3275,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,ERI,Eritrea,Year,2004,False,21.77,21.77,EN,2023-12-05 00:00:00
3276,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,NRU,Nauru,Year,2004,False,210.5,210.49,EN,2023-12-05 00:00:00
3277,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,SUR,Suriname,Year,2004,False,213.9,213.9,EN,2023-12-05 00:00:00
3278,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,MLI,Mali,Year,2004,False,22.32,22.32,EN,2023-12-05 00:00:00
3279,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2004,False,22.7,22.7,EN,2023-12-05 00:00:00
3280,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2004,False,222.2,222.18,EN,2023-12-05 00:00:00
3281,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2004,False,23.29,23.29,EN,2023-12-05 00:00:00
3282,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,HTI,Haiti,Year,2004,False,23.9,23.9,EN,2023-12-05 00:00:00
3283,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2004,False,230.2,230.17,EN,2023-12-05 00:00:00
3284,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,MKD,North Macedonia,Year,2004,False,231.9,231.87,EN,2023-12-05 00:00:00
3285,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,CUB,Cuba,Year,2004,False,232.5,232.51,EN,2023-12-05 00:00:00
3286,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2004,False,233.1,233.11,EN,2023-12-05 00:00:00
3287,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,SEAR,South-East Asia,Country,IND,India,Year,2004,False,24.92,24.92,EN,2023-12-05 00:00:00
3288,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,BEN,Benin,Year,2004,False,25.35,25.35,EN,2023-12-05 00:00:00
3289,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,GHA,Ghana,Year,2004,False,25.61,25.61,EN,2023-12-05 00:00:00
3290,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2004,False,25.88,25.88,EN,2023-12-05 00:00:00
3291,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,DMA,Dominica,Year,2004,False,254.0,253.98,EN,2023-12-05 00:00:00
3292,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,ITA,Italy,Year,2004,False,2566.0,2565.63,EN,2023-12-05 00:00:00
3293,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2004,False,259.0,259.03,EN,2023-12-05 00:00:00
3294,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2004,False,26.21,26.21,EN,2023-12-05 00:00:00
3295,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2004,False,26.71,26.71,EN,2023-12-05 00:00:00
3296,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,GIN,Guinea,Year,2004,False,26.76,26.76,EN,2023-12-05 00:00:00
3297,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2004,False,26.98,26.98,EN,2023-12-05 00:00:00
3298,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,COG,Congo,Year,2004,False,27.68,27.68,EN,2023-12-05 00:00:00
3299,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,KEN,Kenya,Year,2004,False,27.75,27.75,EN,2023-12-05 00:00:00
3300,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2004,False,27.8,27.8,EN,2023-12-05 00:00:00
3301,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,SRB,Serbia,Year,2004,False,274.5,274.46,EN,2023-12-05 00:00:00
3302,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2004,False,2761.0,2760.83,EN,2023-12-05 00:00:00
3303,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,TCD,Chad,Year,2004,False,28.63,28.63,EN,2023-12-05 00:00:00
3304,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,SMR,San Marino,Year,2004,False,2868.0,2868.36,EN,2023-12-05 00:00:00
3305,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,BWA,Botswana,Year,2004,False,289.0,288.95,EN,2023-12-05 00:00:00
3306,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2004,False,2888.0,2887.94,EN,2023-12-05 00:00:00
3307,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2004,False,29.03,29.03,EN,2023-12-05 00:00:00
3308,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2004,False,290.1,290.13,EN,2023-12-05 00:00:00
3309,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,CAN,Canada,Year,2004,False,2916.0,2916.25,EN,2023-12-05 00:00:00
3310,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,GRD,Grenada,Year,2004,False,293.6,293.6,EN,2023-12-05 00:00:00
3311,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,BRA,Brazil,Year,2004,False,294.4,294.38,EN,2023-12-05 00:00:00
3312,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,TUR,Türkiye,Year,2004,False,296.1,296.14,EN,2023-12-05 00:00:00
3313,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2004,False,298.5,298.48,EN,2023-12-05 00:00:00
3314,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,ZMB,Zambia,Year,2004,False,30.5,30.5,EN,2023-12-05 00:00:00
3315,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2004,False,30.63,30.63,EN,2023-12-05 00:00:00
3316,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,MRT,Mauritania,Year,2004,False,30.64,30.64,EN,2023-12-05 00:00:00
3317,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2004,False,303.9,303.87,EN,2023-12-05 00:00:00
3318,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,FIN,Finland,Year,2004,False,3044.0,3044.13,EN,2023-12-05 00:00:00
3319,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2004,False,309.4,309.42,EN,2023-12-05 00:00:00
3320,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2004,False,31.21,31.21,EN,2023-12-05 00:00:00
3321,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,ARG,Argentina,Year,2004,False,310.2,310.22,EN,2023-12-05 00:00:00
3322,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2004,False,311.6,311.55,EN,2023-12-05 00:00:00
3323,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,GMB,Gambia,Year,2004,False,32.34,32.34,EN,2023-12-05 00:00:00
3324,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2004,False,32.63,32.63,EN,2023-12-05 00:00:00
3325,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,BEL,Belgium,Year,2004,False,3313.0,3312.74,EN,2023-12-05 00:00:00
3326,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2004,False,3366.0,3366.34,EN,2023-12-05 00:00:00
3327,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2004,False,34.21,34.21,EN,2023-12-05 00:00:00
3328,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,PAN,Panama,Year,2004,False,345.2,345.24,EN,2023-12-05 00:00:00
3329,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,FRA,France,Year,2004,False,3459.0,3458.63,EN,2023-12-05 00:00:00
3330,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,DEU,Germany,Year,2004,False,3460.0,3459.82,EN,2023-12-05 00:00:00
3331,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,NAM,Namibia,Year,2004,False,347.9,347.9,EN,2023-12-05 00:00:00
3332,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,IRL,Ireland,Year,2004,False,3483.0,3483.16,EN,2023-12-05 00:00:00
3333,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,SWE,Sweden,Year,2004,False,3488.0,3488.17,EN,2023-12-05 00:00:00
3334,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,AUT,Austria,Year,2004,False,3595.0,3594.65,EN,2023-12-05 00:00:00
3335,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2004,False,36.9,36.9,EN,2023-12-05 00:00:00
3336,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,ZAF,South Africa,Year,2004,False,365.5,365.53,EN,2023-12-05 00:00:00
3337,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,LTU,Lithuania,Year,2004,False,367.0,366.96,EN,2023-12-05 00:00:00
3338,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2004,False,3689.0,3689.46,EN,2023-12-05 00:00:00
3339,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2004,False,370.0,369.98,EN,2023-12-05 00:00:00
3340,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,URY,Uruguay,Year,2004,False,372.5,372.46,EN,2023-12-05 00:00:00
3341,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,MHL,Marshall Islands,Year,2004,False,381.6,381.62,EN,2023-12-05 00:00:00
3342,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2004,False,391.9,391.91,EN,2023-12-05 00:00:00
3343,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,POL,Poland,Year,2004,False,392.0,392.0,EN,2023-12-05 00:00:00
3344,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,LVA,Latvia,Year,2004,False,393.3,393.3,EN,2023-12-05 00:00:00
3345,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2004,False,40.43,40.43,EN,2023-12-05 00:00:00
3346,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,LSO,Lesotho,Year,2004,False,40.89,40.89,EN,2023-12-05 00:00:00
3347,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,CMR,Cameroon,Year,2004,False,41.75,41.75,EN,2023-12-05 00:00:00
3348,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,DNK,Denmark,Year,2004,False,4195.0,4194.87,EN,2023-12-05 00:00:00
3349,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2004,False,426.4,426.37,EN,2023-12-05 00:00:00
3350,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,CHL,Chile,Year,2004,False,427.4,427.44,EN,2023-12-05 00:00:00
3351,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,SEN,Senegal,Year,2004,False,43.03,43.03,EN,2023-12-05 00:00:00
3352,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2004,False,439.4,439.35,EN,2023-12-05 00:00:00
3353,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,NGA,Nigeria,Year,2004,False,44.16,44.16,EN,2023-12-05 00:00:00
3354,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,ISL,Iceland,Year,2004,False,4411.0,4411.33,EN,2023-12-05 00:00:00
3355,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,MEX,Mexico,Year,2004,False,448.1,448.06,EN,2023-12-05 00:00:00
3356,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2004,False,46.1,46.1,EN,2023-12-05 00:00:00
3357,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2004,False,46.29,46.29,EN,2023-12-05 00:00:00
3358,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,EST,Estonia,Year,2004,False,474.5,474.51,EN,2023-12-05 00:00:00
3359,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,SYC,Seychelles,Year,2004,False,485.7,485.72,EN,2023-12-05 00:00:00
3360,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2004,False,488.8,488.83,EN,2023-12-05 00:00:00
3361,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,AGO,Angola,Year,2004,False,49.78,49.78,EN,2023-12-05 00:00:00
3362,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2004,False,5.8,5.8,EN,2023-12-05 00:00:00
3363,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2004,False,50.65,50.65,EN,2023-12-05 00:00:00
3364,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,NOR,Norway,Year,2004,False,5097.0,5097.34,EN,2023-12-05 00:00:00
3365,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2004,False,51.29,51.29,EN,2023-12-05 00:00:00
3366,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2004,False,51.6,51.6,EN,2023-12-05 00:00:00
3367,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,SVK,Slovakia,Year,2004,False,511.5,511.53,EN,2023-12-05 00:00:00
3368,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2004,False,551.9,551.89,EN,2023-12-05 00:00:00
3369,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,CHE,Switzerland,Year,2004,False,5609.0,5608.7,EN,2023-12-05 00:00:00
3370,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2004,False,5610.0,5610.35,EN,2023-12-05 00:00:00
3371,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,MCO,Monaco,Year,2004,False,5684.0,5683.7,EN,2023-12-05 00:00:00
3372,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2004,False,596.1,596.07,EN,2023-12-05 00:00:00
3373,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2004,False,6.98,6.98,EN,2023-12-05 00:00:00
3374,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2004,False,60.8,60.8,EN,2023-12-05 00:00:00
3375,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2004,False,60.83,60.83,EN,2023-12-05 00:00:00
3376,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,USA,United States of America,Year,2004,False,6048.0,6047.82,EN,2023-12-05 00:00:00
3377,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2004,False,617.5,617.52,EN,2023-12-05 00:00:00
3378,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,HRV,Croatia,Year,2004,False,634.6,634.62,EN,2023-12-05 00:00:00
3379,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,CHN,China,Year,2004,False,64.54,64.54,EN,2023-12-05 00:00:00
3380,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2004,False,64.61,64.61,EN,2023-12-05 00:00:00
3381,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2004,False,65.09,65.09,EN,2023-12-05 00:00:00
3382,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2004,False,65.15,65.15,EN,2023-12-05 00:00:00
3383,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2004,False,650.6,650.58,EN,2023-12-05 00:00:00
3384,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2004,False,67.68,67.68,EN,2023-12-05 00:00:00
3385,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,COM,Comoros,Year,2004,False,70.5,70.5,EN,2023-12-05 00:00:00
3386,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,ARM,Armenia,Year,2004,False,70.64,70.64,EN,2023-12-05 00:00:00
3387,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2004,False,708.6,708.58,EN,2023-12-05 00:00:00
3388,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,GUY,Guyana,Year,2004,False,74.89,74.89,EN,2023-12-05 00:00:00
3389,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,CZE,Czechia,Year,2004,False,746.3,746.33,EN,2023-12-05 00:00:00
3390,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2004,False,79.0,79.0,EN,2023-12-05 00:00:00
3391,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,HUN,Hungary,Year,2004,False,798.5,798.45,EN,2023-12-05 00:00:00
3392,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2004,False,8.14,8.14,EN,2023-12-05 00:00:00
3393,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,HND,Honduras,Year,2004,False,82.34,82.34,EN,2023-12-05 00:00:00
3394,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2004,False,827.1,827.09,EN,2023-12-05 00:00:00
3395,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2004,False,83.1,83.1,EN,2023-12-05 00:00:00
3396,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,UKR,Ukraine,Year,2004,False,84.5,84.5,EN,2023-12-05 00:00:00
3397,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2004,False,848.6,848.58,EN,2023-12-05 00:00:00
3398,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,PRY,Paraguay,Year,2004,False,87.64,87.64,EN,2023-12-05 00:00:00
3399,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,BDI,Burundi,Year,2004,False,9.12,9.12,EN,2023-12-05 00:00:00
