,Unnamed: 0,index,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,FactValueNumeric,FactValueNumericLow,FactValueNumericHigh,Value
9958,9958,9958,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,USA,United States of America,Year,2003,False,Sex,Female,SEX_FMLE,4.1,2.86,5.39,4.1 [2.9 - 5.4]
9959,9959,9959,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,BEN,Benin,Year,2003,False,Sex,Male,SEX_MLE,4.22,1.3,7.32,4.2 [1.3 - 7.3]
9960,9960,9960,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,CAN,Canada,Year,2003,False,Sex,Female,SEX_FMLE,4.16,2.83,5.58,4.2 [2.8 - 5.6]
9961,9961,9961,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,SWE,Sweden,Year,2003,False,Sex,Female,SEX_FMLE,4.26,2.81,5.8,4.3 [2.8 - 5.8]
9962,9962,9962,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,CYP,Cyprus,Year,2003,False,Sex,Female,SEX_FMLE,4.34,2.94,5.7,4.3 [2.9 - 5.7]
9963,9963,9963,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,ITA,Italy,Year,2003,False,Sex,Female,SEX_FMLE,4.31,3.03,5.69,4.3 [3.0 - 5.7]
9964,9964,9964,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2003,False,Sex,Both sexes,SEX_BTSX,4.35,2.32,6.48,4.4 [2.3 - 6.5]
9965,9965,9965,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,LBR,Liberia,Year,2003,False,Sex,Both sexes,SEX_BTSX,4.38,2.49,6.54,4.4 [2.5 - 6.5]
9966,9966,9966,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,GEO,Georgia,Year,2003,False,Sex,Female,SEX_FMLE,4.36,2.67,6.2,4.4 [2.7 - 6.2]
9967,9967,9967,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,ISR,Israel,Year,2003,False,Sex,Male,SEX_MLE,4.54,2.14,7.25,4.5 [2.1 - 7.3]
9968,9968,9968,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,CRI,Costa Rica,Year,2003,False,Sex,Both sexes,SEX_BTSX,4.5,2.57,6.57,4.5 [2.6 - 6.6]
9969,9969,9969,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,BHS,Bahamas,Year,2003,False,Sex,Both sexes,SEX_BTSX,4.56,0.35,8.87,4.6 [0.4 - 8.9]
9970,9970,9970,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,TKM,Turkmenistan,Year,2003,False,Sex,Male,SEX_MLE,4.55,2.15,7.11,4.6 [2.1 - 7.1]
9971,9971,9971,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,NAM,Namibia,Year,2003,False,Sex,Both sexes,SEX_BTSX,4.55,2.51,6.64,4.6 [2.5 - 6.6]
9972,9972,9972,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,ALB,Albania,Year,2003,False,Sex,Both sexes,SEX_BTSX,4.58,2.58,6.77,4.6 [2.6 - 6.8]
9973,9973,9973,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,HRV,Croatia,Year,2003,False,Sex,Female,SEX_FMLE,4.64,2.82,6.55,4.6 [2.8 - 6.5]
9974,9974,9974,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,LVA,Latvia,Year,2003,False,Sex,Female,SEX_FMLE,4.57,2.9,6.34,4.6 [2.9 - 6.3]
9975,9975,9975,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,CMR,Cameroon,Year,2003,False,Sex,Female,SEX_FMLE,4.61,3.02,6.35,4.6 [3.0 - 6.4]
9976,9976,9976,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,POL,Poland,Year,2003,False,Sex,Female,SEX_FMLE,4.58,3.1,6.17,4.6 [3.1 - 6.2]
9977,9977,9977,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,UKR,Ukraine,Year,2003,False,Sex,Female,SEX_FMLE,4.64,3.08,6.23,4.6 [3.1 - 6.2]
9978,9978,9978,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2003,False,Sex,Female,SEX_FMLE,4.55,3.16,6.01,4.6 [3.2 - 6.0]
9979,9979,9979,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,LCA,Saint Lucia,Year,2003,False,Sex,Female,SEX_FMLE,4.63,3.16,6.2,4.6 [3.2 - 6.2]
9980,9980,9980,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,COG,Congo,Year,2003,False,Sex,Male,SEX_MLE,4.69,2.23,7.5,4.7 [2.2 - 7.5]
9981,9981,9981,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2003,False,Sex,Female,SEX_FMLE,4.69,3.29,6.21,4.7 [3.3 - 6.2]
9982,9982,9982,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,SVK,Slovakia,Year,2003,False,Sex,Female,SEX_FMLE,4.73,3.3,6.3,4.7 [3.3 - 6.3]
9983,9983,9983,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,FIN,Finland,Year,2003,False,Sex,Female,SEX_FMLE,4.74,3.44,6.15,4.7 [3.4 - 6.2]
9984,9984,9984,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2003,False,Sex,Both sexes,SEX_BTSX,4.8,2.7,7.01,4.8 [2.7 - 7.0]
9985,9985,9985,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,CPV,Cabo Verde,Year,2003,False,Sex,Both sexes,SEX_BTSX,4.81,2.7,7.11,4.8 [2.7 - 7.1]
9986,9986,9986,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,BGR,Bulgaria,Year,2003,False,Sex,Female,SEX_FMLE,4.77,3.46,6.25,4.8 [3.5 - 6.3]
9987,9987,9987,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,MKD,North Macedonia,Year,2003,False,Sex,Both sexes,SEX_BTSX,4.94,2.71,7.26,4.9 [2.7 - 7.3]
9988,9988,9988,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,SUR,Suriname,Year,2003,False,Sex,Both sexes,SEX_BTSX,4.93,2.86,6.99,4.9 [2.9 - 7.0]
9989,9989,9989,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2003,False,Sex,Female,SEX_FMLE,4.89,3.55,6.33,4.9 [3.5 - 6.3]
9990,9990,9990,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,SVN,Slovenia,Year,2003,False,Sex,Female,SEX_FMLE,4.91,3.52,6.37,4.9 [3.5 - 6.4]
9991,9991,9991,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,AUS,Australia,Year,2003,False,Sex,Female,SEX_FMLE,4.93,3.58,6.45,4.9 [3.6 - 6.5]
9992,9992,9992,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,TCD,Chad,Year,2003,False,Sex,Male,SEX_MLE,5.03,1.43,8.74,5.0 [1.4 - 8.7]
9993,9993,9993,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,MWI,Malawi,Year,2003,False,Sex,Male,SEX_MLE,4.97,1.96,8.15,5.0 [2.0 - 8.2]
9994,9994,9994,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,JAM,Jamaica,Year,2003,False,Sex,Male,SEX_MLE,5.01,2.17,8.21,5.0 [2.2 - 8.2]
9995,9995,9995,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2003,False,Sex,Male,SEX_MLE,5.02,2.37,7.95,5.0 [2.4 - 7.9]
9996,9996,9996,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2003,False,Sex,Both sexes,SEX_BTSX,5.1,2.08,8.11,5.1 [2.1 - 8.1]
9997,9997,9997,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2003,False,Sex,Male,SEX_MLE,5.09,2.25,8.18,5.1 [2.3 - 8.2]
9998,9998,9998,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,COL,Colombia,Year,2003,False,Sex,Both sexes,SEX_BTSX,5.14,3.04,7.31,5.1 [3.0 - 7.3]
9999,9999,9999,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,BEL,Belgium,Year,2003,False,Sex,Female,SEX_FMLE,5.15,3.72,6.6,5.1 [3.7 - 6.6]
10000,10000,10000,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,ESP,Spain,Year,2003,False,Sex,Female,SEX_FMLE,5.12,3.71,6.58,5.1 [3.7 - 6.6]
10001,10001,10001,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,COK,Cook Islands,Year,2003,False,Sex,Both sexes,SEX_BTSX,5.15,2.44,8.06,5.2 [2.4 - 8.1]
10002,10002,10002,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,CHN,China,Year,2003,False,Sex,Male,SEX_MLE,5.18,2.42,8.21,5.2 [2.4 - 8.2]
10003,10003,10003,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,GHA,Ghana,Year,2003,False,Sex,Both sexes,SEX_BTSX,5.22,2.53,7.92,5.2 [2.5 - 7.9]
10004,10004,10004,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,PRY,Paraguay,Year,2003,False,Sex,Both sexes,SEX_BTSX,5.19,3.02,7.34,5.2 [3.0 - 7.3]
10005,10005,10005,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2003,False,Sex,Both sexes,SEX_BTSX,5.16,3.03,7.5,5.2 [3.0 - 7.5]
10006,10006,10006,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,DNK,Denmark,Year,2003,False,Sex,Female,SEX_FMLE,5.21,3.75,6.69,5.2 [3.7 - 6.7]
10007,10007,10007,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,NRU,Nauru,Year,2003,False,Sex,Male,SEX_MLE,5.31,2.6,8.26,5.3 [2.6 - 8.3]
10008,10008,10008,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,HND,Honduras,Year,2003,False,Sex,Male,SEX_MLE,5.31,2.72,8.16,5.3 [2.7 - 8.2]
10009,10009,10009,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,PAN,Panama,Year,2003,False,Sex,Both sexes,SEX_BTSX,5.36,3.33,7.55,5.4 [3.3 - 7.5]
10010,10010,10010,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,SLV,El Salvador,Year,2003,False,Sex,Male,SEX_MLE,5.48,2.84,8.37,5.5 [2.8 - 8.4]
10011,10011,10011,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,BLZ,Belize,Year,2003,False,Sex,Both sexes,SEX_BTSX,5.45,2.96,8.07,5.5 [3.0 - 8.1]
10012,10012,10012,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,MDA,Republic of Moldova,Year,2003,False,Sex,Female,SEX_FMLE,5.54,3.69,7.4,5.5 [3.7 - 7.4]
10013,10013,10013,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,AND,Andorra,Year,2003,False,Sex,Female,SEX_FMLE,5.51,4.03,7.11,5.5 [4.0 - 7.1]
10014,10014,10014,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,CHE,Switzerland,Year,2003,False,Sex,Female,SEX_FMLE,5.55,4.06,7.15,5.5 [4.1 - 7.1]
10015,10015,10015,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2003,False,Sex,Male,SEX_MLE,5.62,2.73,8.87,5.6 [2.7 - 8.9]
10016,10016,10016,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,ZMB,Zambia,Year,2003,False,Sex,Male,SEX_MLE,5.63,2.88,8.66,5.6 [2.9 - 8.7]
10017,10017,10017,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,AGO,Angola,Year,2003,False,Sex,Both sexes,SEX_BTSX,5.58,3.33,7.84,5.6 [3.3 - 7.8]
10018,10018,10018,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2003,False,Sex,Both sexes,SEX_BTSX,5.55,3.41,7.88,5.6 [3.4 - 7.9]
10019,10019,10019,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,CUB,Cuba,Year,2003,False,Sex,Both sexes,SEX_BTSX,5.71,3.37,8.1,5.7 [3.4 - 8.1]
10020,10020,10020,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,HUN,Hungary,Year,2003,False,Sex,Female,SEX_FMLE,5.7,4.01,7.52,5.7 [4.0 - 7.5]
10021,10021,10021,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,AUT,Austria,Year,2003,False,Sex,Female,SEX_FMLE,5.71,4.24,7.35,5.7 [4.2 - 7.3]
10022,10022,10022,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,BLR,Belarus,Year,2003,False,Sex,Female,SEX_FMLE,5.7,4.26,7.25,5.7 [4.3 - 7.3]
10023,10023,10023,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2003,False,Sex,Female,SEX_FMLE,5.73,4.27,7.38,5.7 [4.3 - 7.4]
10024,10024,10024,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,PHL,Philippines,Year,2003,False,Sex,Both sexes,SEX_BTSX,5.76,3.52,8.14,5.8 [3.5 - 8.1]
10025,10025,10025,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,ARG,Argentina,Year,2003,False,Sex,Both sexes,SEX_BTSX,5.84,3.79,8.04,5.8 [3.8 - 8.0]
10026,10026,10026,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,EST,Estonia,Year,2003,False,Sex,Female,SEX_FMLE,5.84,4.0,7.82,5.8 [4.0 - 7.8]
10027,10027,10027,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,PRT,Portugal,Year,2003,False,Sex,Female,SEX_FMLE,5.77,4.2,7.42,5.8 [4.2 - 7.4]
10028,10028,10028,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,RUS,Russian Federation,Year,2003,False,Sex,Female,SEX_FMLE,5.8,4.26,7.49,5.8 [4.3 - 7.5]
10029,10029,10029,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,LTU,Lithuania,Year,2003,False,Sex,Female,SEX_FMLE,5.89,4.32,7.55,5.9 [4.3 - 7.6]
10030,10030,10030,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,PER,Peru,Year,2003,False,Sex,Both sexes,SEX_BTSX,6.02,3.42,8.57,6.0 [3.4 - 8.6]
10031,10031,10031,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,MLT,Malta,Year,2003,False,Sex,Both sexes,SEX_BTSX,6.02,3.44,8.68,6.0 [3.4 - 8.7]
10032,10032,10032,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,ECU,Ecuador,Year,2003,False,Sex,Male,SEX_MLE,6.04,3.44,8.93,6.0 [3.4 - 8.9]
10033,10033,10033,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,URY,Uruguay,Year,2003,False,Sex,Both sexes,SEX_BTSX,6.04,3.86,8.43,6.0 [3.9 - 8.4]
10034,10034,10034,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,DEU,Germany,Year,2003,False,Sex,Female,SEX_FMLE,5.95,4.48,7.6,6.0 [4.5 - 7.6]
10035,10035,10035,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,MEX,Mexico,Year,2003,False,Sex,Both sexes,SEX_BTSX,6.09,3.63,8.83,6.1 [3.6 - 8.8]
10036,10036,10036,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,GUY,Guyana,Year,2003,False,Sex,Both sexes,SEX_BTSX,6.12,4.04,8.43,6.1 [4.0 - 8.4]
10037,10037,10037,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,FRA,France,Year,2003,False,Sex,Female,SEX_FMLE,6.06,4.38,7.67,6.1 [4.4 - 7.7]
10038,10038,10038,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,LUX,Luxembourg,Year,2003,False,Sex,Female,SEX_FMLE,6.13,4.52,7.95,6.1 [4.5 - 7.9]
10039,10039,10039,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,LSO,Lesotho,Year,2003,False,Sex,Male,SEX_MLE,6.31,3.23,9.65,6.3 [3.2 - 9.6]
10040,10040,10040,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,CZE,Czechia,Year,2003,False,Sex,Female,SEX_FMLE,6.31,4.71,8.03,6.3 [4.7 - 8.0]
10041,10041,10041,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2003,False,Sex,Male,SEX_MLE,6.48,2.48,10.64,6.5 [2.5 - 10.6]
10042,10042,10042,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2003,False,Sex,Male,SEX_MLE,6.51,3.43,9.7,6.5 [3.4 - 9.7]
10043,10043,10043,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2003,False,Sex,Both sexes,SEX_BTSX,6.55,4.27,9.03,6.5 [4.3 - 9.0]
10044,10044,10044,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,WSM,Samoa,Year,2003,False,Sex,Male,SEX_MLE,6.61,3.25,10.34,6.6 [3.2 - 10.3]
10045,10045,10045,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2003,False,Sex,Male,SEX_MLE,6.58,3.58,9.86,6.6 [3.6 - 9.9]
10046,10046,10046,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,HTI,Haiti,Year,2003,False,Sex,Male,SEX_MLE,6.57,3.81,9.6,6.6 [3.8 - 9.6]
10047,10047,10047,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2003,False,Sex,Both sexes,SEX_BTSX,6.71,3.06,10.54,6.7 [3.1 - 10.5]
10048,10048,10048,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,GMB,Gambia,Year,2003,False,Sex,Male,SEX_MLE,6.69,3.45,10.06,6.7 [3.5 - 10.1]
10049,10049,10049,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,UZB,Uzbekistan,Year,2003,False,Sex,Male,SEX_MLE,6.67,3.56,9.7,6.7 [3.6 - 9.7]
10050,10050,10050,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,NIC,Nicaragua,Year,2003,False,Sex,Male,SEX_MLE,6.67,3.75,9.89,6.7 [3.8 - 9.9]
10051,10051,10051,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,CHL,Chile,Year,2003,False,Sex,Both sexes,SEX_BTSX,6.66,4.34,8.93,6.7 [4.3 - 8.9]
10052,10052,10052,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,ARM,Armenia,Year,2003,False,Sex,Male,SEX_MLE,6.82,3.63,10.23,6.8 [3.6 - 10.2]
10053,10053,10053,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,IRL,Ireland,Year,2003,False,Sex,Female,SEX_FMLE,6.81,5.15,8.53,6.8 [5.1 - 8.5]
